# OMIM genemap2 (reconstructed from HPO annotations) — 2026-03-26
# Chromosome	Genomic Position Start	Genomic Position End	Cyto Location	Computed Cyto Location	MIM Number	Gene Symbols	Gene Name	Approved Gene Symbol	Entrez Gene ID	Ensembl Gene ID	Comments	Phenotypes	Mouse Gene Symbol/ID
						GEMIN4		GEMIN4				Gene-disease association, 617913 (3), Autosomal recessive	
						GEMIN5		GEMIN5				Gene-disease association, 619333 (3), Autosomal recessive	
						GET3		GET3				Gene-disease association, 620203 (3), Autosomal recessive	
						GET4		GET4				Gene-disease association, 620200 (3), Autosomal recessive	
						GFAP		GFAP				Gene-disease association, 203450 (3), Autosomal dominant	
						GFER		GFER				Gene-disease association, 613076 (3), Autosomal recessive	
						GFI1		GFI1				Gene-disease association, 607847 (3), Autosomal dominant; Gene-disease association, 613107 (3), Autosomal dominant	
						GFI1B		GFI1B				Gene-disease association, 187900 (3), Autosomal recessive	
						GFM1		GFM1				Gene-disease association, 609060 (3), Autosomal recessive	
						GFM2		GFM2				Gene-disease association, 618397 (3), Autosomal recessive	
						GFPT1		GFPT1				Gene-disease association, 608931 (3), Autosomal recessive; Gene-disease association, 610542 (3), Autosomal recessive	
						GFRA1		GFRA1				Gene-disease association, 619887 (3), Autosomal recessive	
						GGCX		GGCX				Gene-disease association, 277450 (3), Autosomal recessive; Gene-disease association, 610842 (3), Autosomal recessive	
						GGN		GGN				Gene-disease association, 619826 (3), Autosomal recessive	
						GGPS1		GGPS1				Gene-disease association, 619518 (3), Autosomal recessive	
						GGT1		GGT1				Gene-disease association, 231950 (3), Autosomal recessive	
						GH1		GH1				Gene-disease association, 173100 (3), Autosomal dominant; Gene-disease association, 262400 (3), Autosomal recessive; Gene-disease association, 262650 (3), Autosomal recessive; Gene-disease association, 612781 (3), Autosomal recessive	
						GHR		GHR				Gene-disease association, 143890 (3), Autosomal recessive; Gene-disease association, 262500 (3), Autosomal recessive; Gene-disease association, 604271 (3), Autosomal dominant	
						GHRHR		GHRHR				Gene-disease association, 618157 (3), Autosomal recessive	
						GHRL		GHRL				Gene-disease association, 601665 (3), Autosomal recessive	
						GHSR		GHSR				Gene-disease association, 615925 (3), Autosomal recessive	
						GIGYF2		GIGYF2				Gene-disease association, 607688 (3), Autosomal dominant	
						GIMAP5		GIMAP5				Gene-disease association, 619463 (3), Autosomal recessive	
						GINS1		GINS1				Gene-disease association, 617827 (3), Autosomal recessive	
						GIPC1		GIPC1				Gene-disease association, 618940 (3), Autosomal dominant	
						GIPC3		GIPC3				Gene-disease association, 601869 (3), Autosomal recessive	
						GJA1		GJA1				Gene-disease association, 104100 (3), Autosomal dominant; Gene-disease association, 164200 (3), Autosomal dominant; Gene-disease association, 186100 (3), Autosomal dominant; Gene-disease association, 218400 (3), Autosomal recessive; Gene-disease association, 257850 (3), Autosomal recessive; Gene-disease association, 617525 (3), Autosomal dominant	
						GJA3		GJA3				Gene-disease association, 601885 (3), Autosomal dominant	
						GJA5		GJA5				Gene-disease association, 108770 (3), Autosomal dominant; Gene-disease association, 612474 (3), Autosomal dominant; Gene-disease association, 614049 (3), Autosomal dominant	
						GJA8		GJA8				Gene-disease association, 116200 (3), Autosomal dominant; Gene-disease association, 612474 (3), Autosomal dominant	
						GJB1		GJB1				Gene-disease association, 302800 (3), Unknown	
						GJB2		GJB2				Gene-disease association, 124500 (3), Autosomal dominant; Gene-disease association, 148210 (3), Autosomal dominant; Gene-disease association, 148350 (3), Autosomal dominant; Gene-disease association, 149200 (3), Autosomal dominant; Gene-disease association, 220290 (3), Autosomal recessive; Gene-disease association, 304400 (3), Unknown; Gene-disease association, 601544 (3), Autosomal dominant; Gene-disease association, 602540 (3), Autosomal dominant	
						GJB3		GJB3				Gene-disease association, 133200 (3), Autosomal recessive; Gene-disease association, 220290 (3), Autosomal recessive; Gene-disease association, 612644 (3), Autosomal dominant	
						GJB4		GJB4				Gene-disease association, 617524 (3), Autosomal dominant	
						GJB6		GJB6				Gene-disease association, 129500 (3), Autosomal dominant; Gene-disease association, 220290 (3), Autosomal recessive; Gene-disease association, 304400 (3), Unknown; Gene-disease association, 612643 (3), Autosomal dominant; Gene-disease association, 612645 (3), Autosomal recessive	
						GJC2		GJC2				Gene-disease association, 608804 (3), Autosomal recessive; Gene-disease association, 613206 (3), Autosomal recessive; Gene-disease association, 613480 (3), Autosomal dominant	
						GK		GK				Gene-disease association, 307030 (3), Unknown	
						GLA		GLA				Gene-disease association, 301500 (3), Unknown	
						GLB1		GLB1				Gene-disease association, 230500 (3), Autosomal recessive; Gene-disease association, 230600 (3), Autosomal recessive; Gene-disease association, 230650 (3), Autosomal recessive; Gene-disease association, 253010 (3), Autosomal recessive	
						GLDC		GLDC				Gene-disease association, 605899 (3), Autosomal recessive	
						GLDN		GLDN				Gene-disease association, 617194 (3), Autosomal recessive	
						GLE1		GLE1				Gene-disease association, 253310 (3), Autosomal recessive; Gene-disease association, 611890 (3), Autosomal recessive	
						GLI1		GLI1				Gene-disease association, 174400 (3), Autosomal recessive; Gene-disease association, 618123 (3), Autosomal recessive	
						GLI2		GLI2				Gene-disease association, 610829 (3), Autosomal dominant; Gene-disease association, 615849 (3), Autosomal dominant	
						GLI3		GLI3				Gene-disease association, 146510 (3), Autosomal dominant; Gene-disease association, 174200 (3), Autosomal dominant; Gene-disease association, 174700 (3), Autosomal dominant; Gene-disease association, 175700 (3), Autosomal dominant	
						GLIS2		GLIS2				Gene-disease association, 611498 (3), Autosomal recessive	
						GLIS3		GLIS3				Gene-disease association, 610199 (3), Autosomal recessive	
						GLMN		GLMN				Gene-disease association, 138000 (3), Autosomal dominant	
						GLRA1		GLRA1				Gene-disease association, 149400 (3), Autosomal recessive	
						GLRA2		GLRA2				Gene-disease association, 301076 (3), Unknown	
						GLRB		GLRB				Gene-disease association, 614619 (3), Autosomal recessive	
						GLRX5		GLRX5				Gene-disease association, 616859 (3), Autosomal recessive; Gene-disease association, 616860 (3), Autosomal recessive	
						GLS		GLS				Gene-disease association, 618328 (3), Autosomal recessive; Gene-disease association, 618339 (3), Autosomal dominant; Gene-disease association, 618412 (3), Autosomal recessive	
						GLUD1		GLUD1				Gene-disease association, 606762 (3), Autosomal dominant	
						GLUL		GLUL				Gene-disease association, 610015 (3), Autosomal recessive; Gene-disease association, 620806 (3), Autosomal dominant	
						GLYCTK		GLYCTK				Gene-disease association, 220120 (3), Autosomal recessive	
						GM2A		GM2A				Gene-disease association, 272750 (3), Autosomal recessive	
						GMNN		GMNN				Gene-disease association, 616835 (3), Autosomal dominant	
						GMPPA		GMPPA				Gene-disease association, 615510 (3), Autosomal recessive	
						GMPPB		GMPPB				Gene-disease association, 615350 (3), Autosomal recessive; Gene-disease association, 615351 (3), Autosomal recessive; Gene-disease association, 615352 (3), Autosomal recessive	
						GNA11		GNA11				Gene-disease association, 145981 (3), Autosomal dominant; Gene-disease association, 615361 (3), Autosomal dominant	
						GNAI1		GNAI1				Gene-disease association, 619854 (3), Autosomal dominant	
						GNAI2		GNAI2				Gene-disease association, 192605 (3), Autosomal dominant	
						GNAI3		GNAI3				Gene-disease association, 602483 (3), Autosomal dominant	
						GNAL		GNAL				Gene-disease association, 615073 (3), Autosomal dominant	
						GNAO1		GNAO1				Gene-disease association, 615473 (3), Autosomal dominant; Gene-disease association, 617493 (3), Autosomal dominant	
						GNAQ		GNAQ				Gene-disease association, 163000 (3), Autosomal dominant; Gene-disease association, 185300 (3), Unknown	
						GNAS		GNAS				Gene-disease association, 103580 (3), Autosomal dominant; Gene-disease association, 166350 (3), Autosomal dominant; Gene-disease association, 174800 (3), Unknown; Gene-disease association, 219080 (3), Unknown; Gene-disease association, 603233 (3), Autosomal dominant; Gene-disease association, 612462 (3), Autosomal dominant; Gene-disease association, 612463 (3), Autosomal dominant; Gene-disease association, 617686 (3), Unknown	
						GNAS-AS1		GNAS-AS1				Gene-disease association, 603233 (3), Autosomal dominant	
						GNAT1		GNAT1				Gene-disease association, 610444 (3), Autosomal dominant; Gene-disease association, 616389 (3), Autosomal recessive	
						GNAT2		GNAT2				Gene-disease association, 613856 (3), Autosomal recessive	
						GNB1		GNB1				Gene-disease association, 613065 (3), Unknown; Gene-disease association, 614286 (3), Unknown; Gene-disease association, 616973 (3), Autosomal dominant	
						GNB2		GNB2				Gene-disease association, 619464 (3), Autosomal dominant; Gene-disease association, 619503 (3), Autosomal dominant	
						GNB3		GNB3				Gene-disease association, 145500 (3), Unknown; Gene-disease association, 617024 (3), Autosomal recessive	
						GNB4		GNB4				Gene-disease association, 615185 (3), Autosomal dominant	
						GNB5		GNB5				Gene-disease association, 617173 (3), Autosomal recessive; Gene-disease association, 617182 (3), Autosomal recessive	
						GNE		GNE				Gene-disease association, 269921 (3), Autosomal dominant; Gene-disease association, 605820 (3), Autosomal recessive; Gene-disease association, 620757 (3), Autosomal recessive	
						GNMT		GNMT				Gene-disease association, 606664 (3), Autosomal recessive	
						GNPAT		GNPAT				Gene-disease association, 222765 (3), Autosomal recessive	
						GNPNAT1		GNPNAT1				Gene-disease association, 619598 (3), Autosomal recessive	
						GNPTAB		GNPTAB				Gene-disease association, 252500 (3), Autosomal recessive; Gene-disease association, 252600 (3), Autosomal recessive	
						GNPTG		GNPTG				Gene-disease association, 252605 (3), Autosomal recessive	
						GNRH1		GNRH1				Gene-disease association, 146110 (3), Autosomal recessive; Gene-disease association, 614841 (3), Autosomal recessive	
						GNRHR		GNRHR				Gene-disease association, 146110 (3), Autosomal recessive	
						GNS		GNS				Gene-disease association, 252940 (3), Autosomal recessive	
						GOLGA2		GOLGA2				Gene-disease association, 620240 (3), Autosomal recessive	
						GON4L		GON4L				Gene-disease association, 621212 (3), Autosomal recessive	
						GORAB		GORAB				Gene-disease association, 231070 (3), Autosomal recessive	
						GOSR2		GOSR2				Gene-disease association, 614018 (3), Autosomal recessive; Gene-disease association, 620166 (3), Autosomal recessive	
						GOT2		GOT2				Gene-disease association, 618721 (3), Autosomal recessive	
						GP1BA		GP1BA				Gene-disease association, 153670 (3), Autosomal dominant; Gene-disease association, 177820 (3), Autosomal dominant; Gene-disease association, 231200 (3), Autosomal recessive; Gene-disease association, 258660 (3), Autosomal recessive	
						GP1BB		GP1BB				Gene-disease association, 231200 (3), Autosomal recessive	
						GP6		GP6				Gene-disease association, 614201 (3), Autosomal recessive	
						GP9		GP9				Gene-disease association, 231200 (3), Autosomal recessive	
						GPAA1		GPAA1				Gene-disease association, 617810 (3), Autosomal recessive	
						GPC3		GPC3				Gene-disease association, 194070 (3), Autosomal dominant; Gene-disease association, 312870 (3), Unknown	
						GPC4		GPC4				Gene-disease association, 194070 (3), Autosomal dominant; Gene-disease association, 301026 (3), Unknown; Gene-disease association, 312870 (3), Unknown	
						GPC6		GPC6				Gene-disease association, 258315 (3), Autosomal recessive	
						GPD1		GPD1				Gene-disease association, 614480 (3), Autosomal recessive	
						GPD1L		GPD1L				Gene-disease association, 611777 (3), Autosomal dominant	
						GPD2		GPD2				Gene-disease association, 125853 (3), Autosomal dominant	
						GPHN		GPHN				Gene-disease association, 149400 (3), Autosomal recessive; Gene-disease association, 615501 (3), Autosomal recessive	
						GPI		GPI				Gene-disease association, 613470 (3), Autosomal recessive	
						GPIHBP1		GPIHBP1				Gene-disease association, 615947 (3), Autosomal recessive	
						GPNMB		GPNMB				Gene-disease association, 617920 (3), Autosomal recessive	
						GPR101		GPR101				Gene-disease association, 300942 (3), Unknown; Gene-disease association, 300943 (3), Unknown	
						GPR143		GPR143				Gene-disease association, 300500 (3), Unknown; Gene-disease association, 300814 (3), Unknown	
						GPR156		GPR156				Gene-disease association, 620551 (3), Autosomal recessive	
						GPR161		GPR161				Gene-disease association, 155255 (3), Autosomal recessive	
						GPR179		GPR179				Gene-disease association, 614565 (3), Autosomal recessive	
						GPR68		GPR68				Gene-disease association, 617217 (3), Autosomal recessive	
						GPR88		GPR88				Gene-disease association, 616939 (3), Autosomal recessive	
						GPRASP2		GPRASP2				Gene-disease association, 301018 (3), Unknown	
						GPRC5B		GPRC5B				Gene-disease association, 620447 (3), Autosomal dominant	
						GPSM2		GPSM2				Gene-disease association, 604213 (3), Autosomal recessive	
						GPT2		GPT2				Gene-disease association, 616281 (3), Autosomal recessive	
						GPX1		GPX1				Gene-disease association, 614164 (3), Autosomal recessive	
						GPX4		GPX4				Gene-disease association, 250220 (3), Autosomal recessive	
						GRAP		GRAP				Gene-disease association, 618456 (3), Autosomal recessive	
						GREB1L		GREB1L				Gene-disease association, 617805 (3), Autosomal dominant; Gene-disease association, 619274 (3), Autosomal dominant	
						GREM2		GREM2				Gene-disease association, 617275 (3), Autosomal dominant	
